DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location,Threat,Males,Females,No Gender
100600535,1/23/2010,1/23/2010,1030,6,Hollywood,657,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 2000,37,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,5600    SANTA MONICA                 BL,,"(34.0908, -118.3113)",1,0,1,0
131005149,1/27/2013,12/5/2012,1200,10,West Valley,1079,354,THEFT OF IDENTITY,377,13,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5000    GLORIA                       AV,,"(34.1613, -118.4793)",0,1,0,0
110520289,11/17/2011,11/16/2011,1800,5,Harbor,557,330,BURGLARY FROM VEHICLE,0344 0352 1300,24,F,H,101,STREET,,,IC,Invest Cont,330,,,,400 S  CABRILLO                     AV,,"(33.7406, -118.2945)",0,0,1,0
131222032,9/29/2013,9/28/2013,1920,12,77th Street,1283,210,ROBBERY,1822 0342 0416 0429 0417 0344 0305 0419 0444,17,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,94TH                         ST,WESTERN                      AV,"(33.9511, -118.309)",1,0,1,0
120625376,10/16/2012,10/16/2012,610,6,Hollywood,666,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,VINE                         ST,FOUNTAIN                     AV,"(34.0944, -118.3266)",0,1,0,0
110500511,1/1/2011,1/1/2011,2210,5,Harbor,564,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0334 0432 0906,27,M,B,121,YARD (RESIDENTIAL/BUSINESS),106,UNKNOWN FIREARM,IC,Invest Cont,230,,,,200 W  2ND                          ST,,"(33.7424, -118.2813)",1,1,0,0
101017087,9/23/2010,9/23/2010,1640,10,West Valley,1078,900,VIOLATION OF COURT ORDER,,38,F,W,710,OTHER PREMISE,,,AO,Adult Other,900,,,,16500    VENTURA                      BL,,"(34.1576, -118.4923)",0,0,1,0
102112672,6/12/2010,6/5/2010,1200,21,Topanga,2157,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",329,48,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,6700    DE SOTO                      AV,,"(34.1921, -118.5884)",0,1,0,0
121519450,10/4/2012,10/4/2012,140,15,N Hollywood,1535,886,DISTURBING THE PEACE,2002 2004,57,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,886,,,,5600    BECK                         AV,,"(34.1722, -118.3834)",0,1,0,0
111304077,1/2/2011,12/31/2010,1800,13,Newton,1367,310,BURGLARY,0344 0358 1601,48,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1600 E  47TH                         ST,,"(34.001, -118.2459)",0,1,0,0
111104799,1/17/2011,1/16/2011,730,11,Northeast,1118,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,421,26,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AA,Adult Arrest,930,,,,5800    MARMION                      WY,,"(34.111, -118.1925)",1,1,0,0
121801462,11/10/2012,11/7/2012,1830,18,Southeast,1821,121,"RAPE, FORCIBLE",0510 1259 0527 0400 0507 1817 0368 0519,16,F,B,707,GARAGE/CARPORT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,800 W  99TH                         ST,,"(33.9464, -118.2893)",1,0,1,0
111228966,12/18/2011,12/17/2011,1200,12,77th Street,1239,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0360 0602 1242,40,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,745,,,,1000 W  61ST                         ST,,"(33.9842, -118.2915)",0,0,1,0
121220410,8/24/2012,8/24/2012,2330,12,77th Street,1258,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0913 2000 0329 1307,41,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,745,,,,SAN PEDRO,74TH                         ST,"(33.973, -118.2695)",0,1,0,0
121223095,10/4/2012,10/3/2012,1430,12,77th Street,1243,888,TRESPASSING,1236 1822,41,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,888,,,,6900 S  WESTERN                      AV,,"(33.977, -118.309)",0,0,1,0
102112883,6/15/2010,6/10/2010,1030,21,Topanga,2111,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",344,32,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,7400    WISCASSET                    DR,,"(34.2068, -118.6602)",0,0,1,0
101516760,7/28/2010,7/27/2010,1100,15,N Hollywood,1545,310,BURGLARY,0314 0344 1606 1605,26,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,5400    COLFAX                       AV,,"(34.1687, -118.3877)",0,1,0,0
121508282,3/14/2012,3/10/2012,1355,15,N Hollywood,1585,310,BURGLARY,0325 1414 0907 0344,11,M,O,402,MARKET,,,IC,Invest Cont,310,343,,,10900    VENTURA                      BL,,"(34.1394, -118.3675)",0,1,0,0
110312759,5/17/2011,5/17/2011,700,3,Southwest,308,310,BURGLARY,0321 0344 1609,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,900 W  21ST                         ST,,"(34.0347, -118.2792)",0,0,1,0
110819206,12/10/2011,12/10/2011,1200,8,West LA,829,330,BURGLARY FROM VEHICLE,0344 1609 1309 0358,25,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,10400    SANTA MONICA                 BL,,"(34.0623, -118.4174)",0,0,1,0
130125178,12/5/2013,12/3/2013,1800,1,Central,185,310,BURGLARY,0344 1606,27,F,H,405,CLOTHING STORE,,,IC,Invest Cont,310,,,,1200    MAPLE                        AV,,"(34.0357, -118.2563)",0,0,1,0
131214230,6/2/2013,6/2/2013,1100,12,77th Street,1269,626,INTIMATE PARTNER - SIMPLE ASSAULT,1259 1814 1251 0444 0416 2000 0446,16,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,626,,,,8300    AVALON                       BL,,"(33.9638, -118.2651)",1,0,1,0
111429775,10/28/2011,9/14/2011,1836,14,Pacific,1497,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1501,53,F,B,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,5500 W  CENTURY                      BL,,"(33.9455, -118.3768)",0,0,1,0
130914752,8/6/2013,8/3/2013,2200,9,Van Nuys,974,310,BURGLARY,1607 0344,59,F,O,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,310,,,,4400    VAN NUYS                     BL,,"(34.1509, -118.4487)",0,0,1,0
101211230,4/4/2010,4/4/2010,5,12,77th Street,1252,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0334 0430 0906 1100 1309 1402 1407 1822,24,F,B,501,SINGLE FAMILY DWELLING,102,HAND GUN,IC,Invest Cont,230,,,,2400 W  74TH                         ST,,"(33.9728, -118.3199)",1,0,1,0
120919981,10/28/2012,10/28/2012,1100,9,Van Nuys,969,624,BATTERY - SIMPLE ASSAULT,0400 0416,22,M,H,702,OFFICE BUILDING/OFFICE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,12900    MAGNOLIA                     BL,,"(34.1649, -118.4137)",1,1,0,0
131304892,1/16/2013,1/16/2013,1925,13,Newton,1346,624,BATTERY - SIMPLE ASSAULT,0601 0444 1307,49,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4300    ASCOT                        AV,,"(34.0057, -118.2498)",1,0,1,0
100714029,8/18/2010,8/18/2010,455,7,Wilshire,753,624,BATTERY - SIMPLE ASSAULT,0416 0417 0419 1311,31,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,FAIRFAX,WHITWORTH,"(34.0558, -118.3649)",1,0,1,0
121714814,7/19/2012,7/2/2012,1700,17,Devonshire,1771,310,BURGLARY,1501 1602 0344,46,M,W,203,OTHER BUSINESS,,,AA,Adult Arrest,310,,,,20700    PRAIRIE                      ST,,"(34.2409, -118.5842)",0,1,0,0
131717525,10/20/2013,10/20/2013,1300,17,Devonshire,1743,624,BATTERY - SIMPLE ASSAULT,0416 0444 0448,39,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,18700    DEVONSHIRE                   ST,,"(34.2573, -118.5405)",1,0,1,0
102120076,11/6/2010,11/6/2010,400,21,Topanga,2145,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1307,54,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,22000    GILMORE                      ST,,"(34.1876, -118.607)",0,0,1,0
101524306,12/10/2010,12/7/2010,900,15,N Hollywood,1591,330,BURGLARY FROM VEHICLE,0344 1606,46,M,W,118,CONSTRUCTION SITE,,,IC,Invest Cont,330,,,,3800    AVENIDA DEL SOL,,"(34.1393, -118.4094)",0,1,0,0
100708428,4/12/2010,4/8/2010,2230,7,Wilshire,789,330,BURGLARY FROM VEHICLE,0344 0358,60,M,B,101,STREET,,,IC,Invest Cont,330,,,,3400 W  21ST                         ST,,"(34.038, -118.3213)",0,1,0,0
101016780,9/18/2010,9/17/2010,1040,10,West Valley,1091,310,BURGLARY,0344 1607,48,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,20000    GREENBRIAR                   DR,,"(34.1399, -118.5665)",0,0,1,0
131612903,8/10/2013,8/9/2013,2050,16,Foothill,1656,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0419 0429 1243 1814 1419 0444,42,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,998,,,10400    ELDORA                       AV,,"(34.2579, -118.3149)",1,0,1,0
111610093,5/11/2011,5/10/2011,1400,16,Foothill,1684,210,ROBBERY,0334 0337 0344 0355 0371 0432 0906,25,F,H,101,STREET,207,OTHER KNIFE,IC,Invest Cont,210,,,,SATICOY                      ST,LANKERSHIM                   BL,"(34.2085, -118.3878)",1,0,1,0
130106901,2/19/2013,2/18/2013,1950,1,Central,192,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400,19,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,200 W  14TH                         ST,,"(34.0361, -118.2634)",1,0,1,0
110116687,9/11/2011,9/11/2011,2130,1,Central,181,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",344,,M,H,104,DRIVEWAY,,,IC,Invest Cont,341,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)",0,1,0,0
122115928,9/17/2012,8/17/2012,1200,21,Topanga,2158,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 0321,62,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,6200    DE SOTO                      AV,,"(34.1827, -118.5903)",0,0,1,0
112020496,10/25/2011,10/25/2011,2300,20,Olympic,2014,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 2000,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,745,,,,200 S  NORMANDIE                    AV,,"(34.0712, -118.3004)",0,0,1,0
110604806,1/12/2011,12/9/2010,2130,6,Hollywood,644,901,VIOLATION OF RESTRAINING ORDER,913,34,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901,,,,7500    FOUNTAIN                     AV,,"(34.0944, -118.3528)",0,1,0,0
131711664,6/11/2013,6/11/2013,230,17,Devonshire,1723,624,BATTERY - SIMPLE ASSAULT,0416 0554 0444,25,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,10500    ETON                         AV,,"(34.2609, -118.5948)",1,1,0,0
101427507,12/10/2010,12/9/2010,1255,14,Pacific,1494,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",329,39,M,W,212,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,740,,,,200    WORLD                        WY,,"(33.9449, -118.4059)",0,1,0,0
100307467,2/21/2010,2/21/2010,230,3,Southwest,328,626,INTIMATE PARTNER - SIMPLE ASSAULT,416,20,M,A,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,600 W  28TH                         ST,,"(34.0261, -118.2773)",1,1,0,0
121911912,5/15/2012,5/14/2012,1030,19,Mission,1979,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),344,45,M,H,101,STREET,,,IC,Invest Cont,331,,,,9000    BARTEE                       AV,,"(34.2324, -118.4134)",0,1,0,0
122016251,8/31/2012,8/30/2012,1800,20,Olympic,2027,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1251 1259 0445 0552 0913,,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",301,BELT FLAILING INSTRUMENT/CHAIN,IC,Invest Cont,627,,,,500 S  MARIPOSA                     AV,,"(34.0654, -118.2992)",1,1,0,0
131217364,7/18/2013,5/31/2013,2300,12,77th Street,1256,440,THEFT PLAIN - PETTY ($950 & UNDER),0346 1822,45,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440,,,,500 W  76TH                         ST,,"(33.9708, -118.2827)",1,0,1,0
101907219,2/21/2010,2/19/2010,2000,19,Mission,1924,330,BURGLARY FROM VEHICLE,0344 1300,42,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,12600    SAN FERNANDO                 RD,,"(34.2913, -118.4502)",0,1,0,0
111409535,3/12/2011,3/12/2011,730,14,Pacific,1452,624,BATTERY - SIMPLE ASSAULT,416,58,M,W,117,BEACH,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,TOPSAIL,W  OCEAN FRONT                  WK,"(33.9684, -118.4582)",1,1,0,0
121505386,1/26/2012,1/25/2012,800,15,N Hollywood,1529,440,THEFT PLAIN - PETTY ($950 & UNDER),344,32,F,W,108,PARKING LOT,,,IC,Invest Cont,440,,,,6200    WILLOWCREST                  AV,,"(34.1831, -118.3626)",0,0,1,0
122021196,12/8/2012,12/7/2012,800,20,Olympic,2045,626,INTIMATE PARTNER - SIMPLE ASSAULT,0401 1813 0602 0913 0408 2000 0416 1821 1309 0448,32,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,3100 W  8TH                          ST,,"(34.0577, -118.2971)",1,0,1,0
121315677,7/14/2012,7/14/2012,1845,13,Newton,1347,310,BURGLARY,1815 1402 0344 0329,16,M,H,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,310,998,,,1500 E  32ND                         ST,,"(34.0128, -118.2485)",0,1,0,0
100718179,11/20/2010,11/20/2010,10,7,Wilshire,727,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",344,46,F,O,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,341,,,,100 S  LAS PALMAS                   AV,,"(34.0736, -118.3358)",0,0,1,0
131105020,1/20/2013,1/19/2013,1900,11,Northeast,1181,330,BURGLARY FROM VEHICLE,0344 1607,28,M,H,101,STREET,,,IC,Invest Cont,330,,,,2100 W  SUNSET                       BL,,"(34.0776, -118.2635)",0,1,0,0
130626666,12/12/2013,12/11/2013,2030,6,Hollywood,643,330,BURGLARY FROM VEHICLE,1300 1601 1607 0344 0352,27,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,HOLLYWOOD,FULLER,"(34.1016, -118.3489)",0,1,0,0
120114632,6/25/2012,6/25/2012,145,1,Central,162,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 1808 0416,21,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,8TH                          ST,OLIVE,"(34.0452, -118.2569)",1,0,1,0
120204672,1/14/2012,1/14/2012,30,2,Rampart,289,220,ATTEMPTED ROBBERY,0448 0416 0444 1822 0355 0369 0342,51,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,1500 W  12TH                         PL,,"(34.0447, -118.2747)",1,1,0,0
110805257,1/29/2011,1/29/2011,1500,8,West LA,839,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1300 1601,42,M,W,108,PARKING LOT,,,IC,Invest Cont,331,,,,10200    SANTA MONICA                 BL,,"(34.0605, -118.4193)",0,1,0,0
112121206,12/28/2011,12/23/2011,1845,21,Topanga,2185,956,"LETTERS, LEWD",0913 1501,26,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,956,,,,22000    VENTURA                      BL,,"(34.1685, -118.6058)",0,0,1,0
120407757,3/28/2012,3/27/2012,1630,4,Hollenbeck,497,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",1251 1259 0344,17,M,H,710,OTHER PREMISE,,,IC,Invest Cont,341,,,,3400 E  OLYMPIC                      BL,,"(34.0188, -118.2051)",0,1,0,0
100923657,12/24/2010,12/23/2010,2000,9,Van Nuys,933,330,BURGLARY FROM VEHICLE,0344 0377 1307,27,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,14700    DELANO                       ST,,"(34.1827, -118.4531)",0,0,1,0
120504367,1/7/2012,1/7/2012,1405,5,Harbor,507,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1814 2000,30,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,1500    PLAZA DEL AMO,,"(33.8214, -118.3037)",1,0,1,0
101419738,8/27/2010,8/27/2010,2300,14,Pacific,1406,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",344,50,F,A,103,ALLEY,,,IC,Invest Cont,341,,,,3700    MOTOR                        AV,,"(34.0227, -118.4057)",0,0,1,0
100120376,11/18/2010,11/18/2010,915,1,Central,138,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1241,41,M,B,503,HOTEL,,,IC,Invest Cont,740,,,,200    BOYD                         ST,,"(34.0478, -118.2454)",0,1,0,0
101210404,3/23/2010,3/23/2010,1200,12,77th Street,1268,624,BATTERY - SIMPLE ASSAULT,0400 0913,43,F,B,202,LIQUOR STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,200 E  MANCHESTER                   AV,,"(33.9601, -118.2717)",1,0,1,0
131224693,11/9/2013,11/9/2013,325,12,77th Street,1267,440,THEFT PLAIN - PETTY ($950 & UNDER),1266 1310 0908 0344 1822,21,M,H,102,SIDEWALK,,,IC,Invest Cont,440,,,,85TH                         ST,HOOVER                       ST,"(33.9611, -118.2871)",0,1,0,0
120312790,5/17/2012,5/16/2012,100,3,Southwest,325,330,BURGLARY FROM VEHICLE,1822 0344 1609,31,M,H,101,STREET,,,AO,Adult Other,330,,,,2600 S  BUDLONG                      AV,,"(34.0328, -118.2959)",0,1,0,0
120217370,9/4/2012,9/2/2012,50,2,Rampart,237,310,BURGLARY,1605 0344 0352 1221,34,M,H,721,HIGH SCHOOL,,,IC,Invest Cont,310,,,,1500 W  2ND                          ST,,"(34.061, -118.2615)",0,1,0,0
121709185,4/4/2012,4/3/2012,1200,17,Devonshire,1796,354,THEFT OF IDENTITY,0922 1822,32,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8600    BALBOA                       BL,,"(34.2267, -118.5026)",0,1,0,0
100712861,7/23/2010,7/17/2010,1100,7,Wilshire,705,354,THEFT OF IDENTITY,377,32,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,800 N  FORMOSA                      AV,,"(34.0853, -118.3462)",0,0,1,0
121901701,12/16/2012,12/16/2012,1830,19,Mission,1921,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 0448 0408 1801,12,M,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,627,,,,15200    LAKESIDE                     ST,,"(34.2991, -118.4638)",0,1,0,0
112015739,7/28/2011,7/27/2011,2230,20,Olympic,2074,330,BURGLARY FROM VEHICLE,0377 0358 1602 0344 1302,22,F,H,104,DRIVEWAY,,,IC,Invest Cont,330,,,,1400 S  HARVARD                      BL,,"(34.0463, -118.3041)",0,0,1,0
131010156,5/21/2013,5/21/2013,1200,10,West Valley,1008,624,BATTERY - SIMPLE ASSAULT,0416 0417 1822,38,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7700    AIRPORT BUSINESS             PY,,"(34.2077, -118.4912)",1,1,0,0
110711970,7/10/2011,7/10/2011,1250,7,Wilshire,721,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,51,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,8500    BEVERLY                      BL,,"(34.0761, -118.3766)",0,1,0,0
100908612,3/24/2010,3/24/2010,830,9,Van Nuys,985,330,BURGLARY FROM VEHICLE,0344 0358,47,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330,,,,14100    DICKENS                      ST,,"(34.1482, -118.4407)",0,1,0,0
131004435,1/10/2013,1/9/2013,2200,10,West Valley,1023,330,BURGLARY FROM VEHICLE,1601 0344,44,F,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,7100    WILBUR                       AV,,"(34.1993, -118.5448)",0,0,1,0
121227593,12/12/2012,12/12/2012,1130,12,77th Street,1259,623,BATTERY POLICE (SIMPLE),1212 0444,11,M,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623,,,,600 E  73RD                         ST,,"(33.9739, -118.2652)",1,1,0,0
121113419,6/28/2012,6/28/2012,1930,11,Northeast,1125,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,23,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,4600    LINCOLN                      AV,,"(34.1224, -118.2162)",1,0,1,0
111522046,12/9/2011,12/9/2011,130,15,N Hollywood,1553,330,BURGLARY FROM VEHICLE,1609 0344,28,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,12000    KLING                        ST,,"(34.1558, -118.3943)",0,0,1,0
101722425,12/11/2010,12/11/2010,10,17,Devonshire,1787,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0444 1813 2000,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,9800    ZELZAH                       AV,,"(34.2486, -118.5233)",1,0,1,0
141909404,4/3/2014,1/1/2010,800,19,Mission,1971,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)0060,0522 0505 1817 0360 1258 0558 0515,,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,812,,,,8900    ORION                        AV,,"(34.2319, -118.472)",1,0,1,0
101710839,5/4/2010,5/4/2010,1200,17,Devonshire,1776,310,BURGLARY,0344 1202 1606,66,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,16700    LASSEN                       ST,,"(34.2502, -118.4961)",0,0,1,0
100514982,7/28/2010,5/5/2010,1630,5,Harbor,557,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 1243 1300 2000,34,F,B,203,OTHER BUSINESS,,,IC,Invest Cont,626,,,,700 W  3RD                          ST,,"(33.7415, -118.2923)",0,0,1,0
120518737,11/5/2012,10/20/2012,800,5,Harbor,529,354,THEFT OF IDENTITY,0923 1822,23,F,W,602,BANK,,,IC,Invest Cont,354,,,,200    BROAD                        AV,,"(33.7714, -118.2605)",0,0,1,0
130918968,10/25/2013,10/25/2013,2315,9,Van Nuys,923,220,ATTEMPTED ROBBERY,0207 0216 0302 0312 0334 0342 0432 1419 1409 0337,19,M,H,102,SIDEWALK,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,AO,Adult Other,220,998,,,VAN NUYS,KITTRIDGE,"(34.1907, -118.4487)",1,1,0,0
130413701,9/8/2013,9/7/2013,1500,4,Hollenbeck,429,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1238 1307,41,F,H,101,STREET,,,IC,Invest Cont,740,,,,3400    FARNSWORTH                   AV,,"(34.0855, -118.1663)",0,0,1,0
131314005,7/3/2013,7/3/2013,1925,13,Newton,1333,110,CRIMINAL HOMICIDE,0430 1100 1310 1309 1407 1240 0334 0302,34,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,700 E  33RD                         ST,,"(34.0163, -118.2647)",1,1,0,0
131615532,10/15/2013,10/15/2013,930,16,Foothill,1623,310,BURGLARY,0329 0344 1609 0358,22,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,10000    SUTTER                       AV,,"(34.2641, -118.4186)",0,1,0,0
120922035,12/7/2012,12/3/2012,2359,9,Van Nuys,909,850,INDECENT EXPOSURE,0529 1420 1501 1822 0536 0303 0216,20,F,H,728,ELEVATOR,,,IC,Invest Cont,850,,,,7200    HAZELTINE                    AV,,"(34.2012, -118.44)",0,0,1,0
110613125,5/10/2011,5/2/2011,800,6,Hollywood,667,354,THEFT OF IDENTITY,0100 1822,28,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5800    LA MIRADA                    AV,,"(34.0938, -118.3157)",0,0,1,0
130614698,5/31/2013,5/31/2013,955,6,Hollywood,625,320,"BURGLARY, ATTEMPTED",,39,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320,,,,2000    PARAMOUNT                    DR,,"(34.1074, -118.3399)",0,1,0,0
